  *** Seats Revision: 942  Build: 2017/09/25 09:48:03                                                            ***
 "vatasa"
  DATE               Series          TrendCycle       SAser (rec *)   Calendar Adjusted        Seasonal (*)           Irregular           Preadjust             E-Resid      Sep. REG Comp.     REG Comp. in SA    Stoch TrendCycle     Stoch. SASeries
10-2009          6964663.00          11718666.7          11613921.0          6964454.07          60.3209886          99.1063889          99.4127977        -0.177213340E-01      99.4152000          100.000000          11718666.7          11613947.4    
11-2009          5372572.00          11724322.8          11481021.8          5381117.21          46.4137217          97.9251901          100.656443        -0.453540911E-01      100.822000          100.000000          11724322.8          11481065.4    
12-2009          7380491.00          11727732.6          12023414.1          7415939.19          62.9788822          102.521175          96.9969486         0.752255749E-01      97.4681000          100.000000          11727732.6          12023409.3    
 1-2010          7621440.00          11729224.8          11666066.4          7603040.64          64.6498735          99.4616394          101.291059         0.356624527E-02      101.052000          100.000000          11729224.8          11666079.3    
 2-2010          7129575.00          11725811.9          11847658.7          7129361.12          60.1780425          101.039290          99.9959836        -0.115914920E-01      99.9984000          100.000000          11725811.9          11847677.1    
 3-2010          7614481.00          11714920.2          11685004.6          7855139.57          65.5366700          99.7446227          96.3806669         0.165023414E-01      99.4322000          100.000000          11714920.2          11685003.0    
 4-2010          8232730.00          11694316.1          11820710.9          8036805.65          70.6651539          101.081075          100.955934         0.982541345E-02      98.5587000          100.000000          11694316.1          11820740.4    
 5-2010          8730493.00          11675296.7          11649741.8          8744484.17          74.7255584          99.7809425          100.123114        -0.800080601E-01      100.289000          100.000000          11675296.7          11649721.1    
 6-2010          15119547.0          11660586.9          11552985.0          15143519.2          132.066815          99.0772142          98.9325742        -0.955280441E-02      99.0948000          100.000000          11660586.9          11552984.6    
 7-2010          23228318.0          11651025.1          11790081.3          23228712.9          198.185248          101.193446          99.4028258         0.400643252E-01      99.4099000          100.000000          11651025.1          11790073.8    
 8-2010          29391485.0          11648868.7          11636826.4          29439058.5          251.915530          99.8968769          100.093557         0.100238966E-01      100.261000          100.000000          11648868.7          11636856.0    
 9-2010          12738301.0          11655219.2          11598906.2          12738517.6          111.046360          99.5168138          98.8915622        -0.111140470E-01      98.8986000          100.000000          11655219.2          11598902.8    
10-2010          7218352.00          11667130.4          11570142.4          7177726.07          61.3479074          99.1682208          102.265054         0.826064763E-02      101.695000          100.000000          11667130.4          11570085.7    
11-2010          5438095.00          11673765.1          11638968.5          5416213.50          47.1517318          99.7018233          99.4860394         0.121727275E-01      99.0911000          100.000000          11673765.1          11638956.7    
12-2010          7084133.00          11683303.0          11742106.8          7118157.79          62.2904292          100.503359          96.3862152        -0.167975591E-01      96.8544000          100.000000          11683303.0          11742111.9    
 1-2011          7949088.00          11692913.5          11879936.2          7974582.74          65.4708611          101.598931          101.868746         0.440533844E-01      102.201000          100.000000          11692913.5          11879875.1    
 2-2011          6807869.00          11700177.3          11598184.6          6807664.77          58.6986511          99.1284354          99.9959836        -0.556838178E-01      99.9984000          100.000000          11700177.3          11598202.6    
 3-2011          7934422.00          11704862.3          11794977.3          8139342.22          66.9081937          100.769590          98.0034454         0.389820406E-01      100.540000          100.000000          11704862.3          11794941.7    
 4-2011          8105327.00          11716086.6          11590009.2          7912434.62          69.7997255          98.9237601          102.628960        -0.294159890E-01      100.192000          100.000000          11716086.6          11589993.4    
 5-2011          8295070.00          11717722.2          11608662.1          8308363.38          71.2748279          99.0692843          100.088172        -0.661879994E-01      100.254000          100.000000          11717722.2          11608663.5    
 6-2011          15638224.0          11703121.4          11784821.8          15663018.6          131.673590          100.698252          100.613019         0.354777219E-01      100.778000          100.000000          11703121.4          11784838.7    
 7-2011          23454461.0          11670990.9          11713625.3          23323383.6          196.902673          100.364989          102.256965         0.404915379E-02      101.691000          100.000000          11670990.9          11713588.7    
 8-2011          29208029.0          11616505.1          11578150.2          29091372.6          254.538758          99.6695349          99.5001340         0.156427672E-01      99.1081000          100.000000          11616505.1          11578116.6    
 9-2011          12931535.0          11536296.0          11778363.3          12931754.8          111.036759          102.098288          98.8706637         0.211461524E-01      98.8777000          100.000000          11536296.0          11778360.6    
10-2011          7360128.00          11440044.7          11638496.6          7359907.20          62.1738483          101.734615          101.711542         0.296099367E-01      101.714000          100.000000          11440044.7          11638485.4    
11-2011          5314989.00          11320876.9          11128337.8          5323442.63          47.6503038          98.2993682          100.067411        -0.306350797E-01      100.232000          100.000000          11320876.9          11128350.4    
12-2011          6897683.00          11203336.9          11071316.7          6853341.88          61.9103895          98.8220710          101.278610        -0.768089557E-01      100.633000          100.000000          11203336.9          11071369.5    
 1-2012          7239232.00          11092551.4          11130770.8          7262450.05          65.0619545          100.344535          99.6382207        -0.321913331E-01      99.9632000          100.000000          11092551.4          11130769.1    
 2-2012          6276720.00          10990380.0          10816755.4          6276531.70          58.0271719          98.4204250          99.9985836        -0.591911361E-01      100.001000          100.000000          10990380.0          10816778.7    
 3-2012          7452706.00          10895319.1          11084038.2          7645185.07          67.6376520          101.732060          96.9013697         0.122969350E-01      99.4094000          100.000000          10895319.1          11084032.5    
 4-2012          7773082.00          10825087.8          10915632.8          7588096.46          70.6222651          100.836810          103.285551        -0.562760215E-02      100.833000          100.000000          10825087.8          10915673.2    
 5-2012          7283187.00          10761644.1          10485182.1          7294858.77          70.0682224          97.4310013          98.9704242        -0.884705255E-01      99.1344000          100.000000          10761644.1          10485177.6    
 6-2012          14234353.0          10708300.4          10804931.9          14256921.7          132.917586          100.902330          98.9513434         0.433389434E-02      99.1136000          100.000000          10708300.4          10804924.6    
 7-2012          20687141.0          10668228.1          10454611.4          20687492.7          196.713177          97.9978044          100.583842        -0.349361639E-01      100.591000          100.000000          10668228.1          10454629.3    
 8-2012          27451805.0          10643470.3          10756188.4          27496238.9          258.964631          101.059073          98.3889083         0.376164770E-01      98.5535000          100.000000          10643470.3          10756192.4    
 9-2012          11612580.0          10630977.7          10386979.6          11547682.0          109.920845          97.7047293          102.275065        -0.608752671E-01      101.709000          100.000000          10630977.7          10386968.0    
10-2012          6620966.00          10624531.5          10735669.5          6658078.13          62.0215282          101.046040          98.8777802         0.254567476E-01      99.4374000          100.000000          10624531.5          10735668.3    
11-2012          5430217.00          10621703.8          10818067.2          5438853.90          49.8216544          101.848419          100.585559         0.960948468E-01      100.751000          100.000000          10621703.8          10818037.4    
12-2012          6535200.00          10621009.3          10548786.3          6566588.29          61.4799845          99.3195711          100.280897        -0.933748315E-02      100.768000          100.000000          10621009.3          10548740.8    
 1-2013          6621535.00          10619973.4          10543190.4          6642771.94          63.5602055          99.2769430          98.4888694        -0.332032158E-01      98.8101000          100.000000          10619973.4          10543185.0    
 2-2013          6228016.00          10620761.2          10762003.2          6227829.17          57.8713417          101.330024          99.9959836         0.352582905E-01      99.9984000          100.000000          10620761.2          10762019.9    
 3-2013          7440313.00          10628626.8          10510620.5          7244932.47          69.6120790          98.8901763          104.426708        -0.270368915E-01      101.690000          100.000000          10628626.8          10510667.7    
 4-2013          7002398.00          10643934.7          10437038.3          7201428.39          66.2112017          98.0565816          98.5241427        -0.416938320E-02      101.330000          100.000000          10643934.7          10437078.5    
 5-2013          7318885.00          10663055.4          10607499.6          7330613.98          70.0147224          99.4789487          98.3837961         0.392301226E-01      98.5468000          100.000000          10663055.4          10607495.5    
 6-2013          14122344.0          10681486.1          10693939.4          14065519.3          130.277131          100.116027          101.772014         0.152152257E-02      101.368000          100.000000          10681486.1          10693879.5    
 7-2013          21299913.0          10695664.4          10873506.6          21420252.0          197.005782          101.662776          98.8687318         0.718932895E-01      99.4327000          100.000000          10695664.4          10873509.3    
 8-2013          27998894.0          10702554.2          10775022.7          28044213.4          256.500086          100.676958          101.136811         0.158463125E-01      101.306000          100.000000          10702554.2          10775005.9    
 9-2013          11835752.0          10700385.8          10719037.6          11835953.2          109.146491          100.174311          101.157801         0.222458917E-01      101.165000          100.000000          10700385.8          10719037.7    
10-2013          6323632.00          10690569.6          10539534.6          6323442.30          61.0110878          98.5873899          98.3390237        -0.336350599E-01      98.3414000          100.000000          10690569.6          10539553.5    
11-2013          5546065.00          10679046.8          10973518.1          5554886.16          50.4335270          102.757225          100.047444         0.673078434E-01      100.212000          100.000000          10679046.8          10973492.1    
12-2013          6691313.00          10666113.6          10569584.7          6723451.10          62.1738176          99.0951893          101.330797         0.106352242E-01      101.823000          100.000000          10666113.6          10569605.4    
 1-2014          6680277.00          10654003.8          10675314.5          6626864.47          63.7080640          100.199500          99.0107257        -0.102203410E-01      98.2244000          100.000000          10654003.8          10675258.5    
 2-2014          5971745.00          10642262.8          10389640.6          5971565.85          57.4787981          97.6263876          99.9959836        -0.346288926E-01      99.9984000          100.000000          10642262.8          10389656.8    
 3-2014          7231040.00          10628139.5          10702622.2          7417794.16          66.4286542          100.700363          99.1419776         0.250760518E-01      101.708000          100.000000          10628139.5          10702575.1    
 4-2014          7737520.00          10606941.8          10842185.8          7553380.77          71.9784177          102.218121          101.559260         0.685019793E-01      99.1477000          100.000000          10606941.8          10842216.6    
 5-2014          7979656.00          10585396.8          10925873.7          7992443.91          72.0979364          103.216123          101.131444         0.508686121E-01      101.299000          100.000000          10585396.8          10925836.2    
 6-2014          13704000.0          10567609.8          10359323.8          13572348.2          131.201590          98.0294577          101.799508        -0.612326680E-01      100.827000          100.000000          10567609.8          10359370.6    
 7-2014          20740895.0          10555568.9          10504154.6          20741247.6          200.793809          99.5129067          98.3298022        -0.121878242E-01      98.3368000          100.000000          10555568.9          10504153.5    
 8-2014          27409282.0          10555385.5          10465044.8          27299809.8          258.306744          99.1434810          101.797084        -0.259199757E-01      101.396000          100.000000          10555385.5          10464976.6    
 9-2014          11528227.0          10572445.0          10549078.8          11593358.5          109.909309          99.7790519          98.8651523         0.958018893E-02      99.4291000          100.000000          10572445.0          10549085.4    
10-2014          6382531.00          10602664.0          10507734.0          6382339.53          61.4252396          99.1048343          98.8841105        -0.115949281E-02      98.8865000          100.000000          10602664.0          10507752.6    
11-2014          5278915.00          10649668.2          10578489.6          5257674.00          49.7615256          99.3315279          100.682690        -0.321578503E-01      100.283000          100.000000          10649668.2          10578478.1    
12-2014          6923607.00          10701275.9          10731349.1          6917865.17          64.0729166          100.281221          100.772118         0.613817386E-01      100.694000          100.000000          10701275.9          10731370.2    
 1-2015          6745051.00          10757092.1          10650369.3          6766684.09          62.0126079          99.0076346          101.794986        -0.197196404E-01      102.127000          100.000000          10757092.1          10650342.4    
 2-2015          6332829.00          10817128.3          10886629.4          6332639.02          58.1716353          100.642666          99.9959836         0.545304012E-01      99.9984000          100.000000          10817128.3          10886646.3    
 3-2015          7008424.00          10881446.0          10698511.2          7189428.72          65.1248197          98.3186283          98.0512092        -0.250530171E-01      100.589000          100.000000          10881446.0          10698488.5    
 4-2015          7520636.00          10940113.3          10914732.7          7341658.22          70.6492723          99.7682951          99.9011884         0.624951587E-02      97.5290000          100.000000          10940113.3          10914764.6    
 5-2015          8945442.00          11001238.8          12653492.4          8909625.31          69.7269320          115.018462          117.237801        -0.162883210E-01      101.389000          100.000000          11001238.8          10986292.7    
 6-2015          14159770.0          11059676.2          11015675.8          14262100.6          128.240635          99.6020858          99.5104239         0.477061974E-01      100.235000          100.000000          11059676.2          11015668.2    
 7-2015          21995386.0          11111293.4          11226550.8          21995759.9          198.139506          101.037258          98.8742635         0.411086977E-01      98.8813000          100.000000          11111293.4          11226546.1    
 8-2015          28648628.0          11152378.9          11244213.5          28694999.1          254.031049          100.823945          100.129497         0.313727508E-01      100.297000          100.000000          11152378.9          11244268.3    
 9-2015          12365831.0          11181540.4          11260712.7          12366041.2          110.441679          100.708067          99.4245243         0.345858634E-01      99.4316000          100.000000          11181540.4          11260713.1    
10-2015          6991974.00          11201951.2          11349808.2          6991764.25          61.9667174          101.320153          99.4127977         0.434696410E-01      99.4152000          100.000000          11201951.2          11349834.1    
11-2015          5393246.00          11214143.1          10987616.3          5401824.10          48.6845811          97.9803613          100.656443        -0.429956859E-01      100.822000          100.000000          11214143.1          10987658.0    
12-2015          7210946.00          11221871.2          11393849.5          7245579.87          64.9320722          101.532487          96.9969486         0.527313027E-01      97.4681000          100.000000          11221871.2          11393844.9    
 1-2016          7157946.00          11223605.6          11174105.0          7140665.59          63.3914604          99.5590707          101.291059         0.349808480E-02      101.052000          100.000000          11223605.6          11174117.4    
 2-2016          6809731.00          11218089.8          11512204.2          6847901.20          59.1532243          102.621699          99.4356230         0.374636420E-01      99.9984000          100.000000          11218089.8          11512194.3    
 3-2016          7910354.00          11207962.9          11419176.5          7659499.51          70.4445291          101.884262          101.551389         0.147840805E-01      98.3363000          100.000000          11207962.9          11419150.3    
 4-2016          7439115.00          11200963.6          10947975.9          7607682.31          67.8194702          97.7412421          97.9666882        -0.594237568E-01      100.192000          100.000000          11200963.6          10947961.0    
 5-2016          7506808.00          11199578.1          10969870.6          7518838.14          68.2577696          97.9489753          100.088172        -0.740773040E-01      100.254000          100.000000          11199578.1          10969872.0    
 6-2016          14952857.0          11210648.6          11221580.3          14976564.9          132.222213          100.097655          100.613019         0.266275114E-01      100.778000          100.000000          11210648.6          11221596.4    
 7-2016          22504955.0          11235601.5          11150752.4          22379184.0          198.468441          99.2445093          102.256965        -0.330301719E-01      101.691000          100.000000          11235601.5          11150717.6    
 8-2016          28584163.0          11268277.4          11345840.4          28469998.3          254.202407          100.688039          99.5001340        -0.773488758E-02      99.1081000          100.000000          11268277.4          11345807.5    
 9-2016          12556501.0          11302738.3          11479132.5          12556714.5          110.627020          101.560609          98.8706637         0.152973996E-01      98.8777000          100.000000          11302738.3          11479129.8    
10-2016          7248834.00          11337108.0          11494547.1          7248616.54          62.0005518          101.388609          101.711542         0.908808703E-02      101.714000          100.000000          11337108.0          11494536.1    
11-2016          5584499.00          11372781.3          11230021.4          5593381.29          49.6131997          98.7448357          100.067411         0.113598142E-01      100.232000          100.000000          11372781.3          11230034.2    
12-2016          7430743.00          11410287.9          11195217.6          7382975.15          65.9567550          98.1155881          101.278610        -0.201999610E-01      100.633000          100.000000          11410287.9          11195271.0    
 1-2017          7378605.00          11453114.1          11516095.9          7402270.06          64.0956916          100.549895          99.6382207         0.354280394E-01      99.9632000          100.000000          11453114.1          11516094.2    
 2-2017          6650444.00          11502682.4          11366733.7          6650244.49          58.5088959          98.8182670          99.9959836        -0.402087837E-01      99.9984000          100.000000          11502682.4          11366751.4    
 3-2017          7553176.00          11555807.4          11579331.5          7748249.88          65.9681257          100.203537          96.3861059         0.338690325E-02      98.8808000          100.000000          11555807.4          11579327.8    
 4-2017          8803700.00          11606541.9          11659757.9          8546028.43          73.6318050          100.459303          105.630086         0.681262229E-01      102.544000          100.000000          11606541.9          11659851.1    
 5-2017          7963184.00          11649585.0          11639891.1          7931300.17          69.0332759          99.9163135          99.4942981         0.102177434E-01      99.1013000          100.000000          11649585.0          11639835.8    
 6-2017          15716040.0          11679332.8          11879683.7          15740957.9          134.192922          101.715450          98.4231096         0.384170017E-01      98.5845000          100.000000          11679332.8          11879686.0    
 7-2017          23711694.0          11696684.7          11863267.0          23712097.1          196.514511          101.424103          101.702762        -0.281020688E-02      101.710000          100.000000          11696684.7          11863257.6    
 8-2017          28464215.0          11705824.0          11595218.8          28510287.6          247.607560          99.0551544          98.9761259        -0.536789866E-01      99.1417000          100.000000          11705824.0          11595222.0    
 9-2017          12539913.0          11711200.3          11542454.7          12540126.2          108.082859          98.5594064          100.509847        -0.502811584E-01      100.517000          100.000000          11711200.3          11542489.5    
10-2017          7027496.00          11718145.0          11502057.4          7027285.18          60.7363492          98.1561507          100.592569        -0.381354141E-01      100.595000          100.000000          11718145.0          11502080.0    
11-2017          5937486.00          11721930.0          11728476.7          5946929.72          51.3655272          100.055864          98.3955612         0.727593406E-01      98.5574000          100.000000          11721930.0          11728478.3    
12-2017          8269214.00          11728481.8          11915276.9          8170029.84          68.1201225          101.593186          103.110226         0.536812463E-01      101.879000          100.000000          11728481.8          11915338.3    
 1-2018          7510535.00          11734493.5          11790396.5          7492403.38          65.1840335          100.476618          97.9551863        -0.922415849E-03      97.7240000          100.000000          11734493.5          11790422.2    
 2-2018          6902823.00          11737548.0          11807230.9          6902615.92          58.4636100          100.593832          99.9959836        -0.181217220E-01      99.9984000          100.000000          11737548.0          11807249.3    
 3-2018          7869121.00          11736291.0          11539150.9          7705640.35          68.6001269          98.3202017          101.512943        -0.510199874E-01      99.4094000          100.000000          11736291.0          11539144.9    
 4-2018          8682225.00          11738064.0          11978104.5          8878960.68          71.8853264          102.045353          98.5934513         0.501499942E-01      100.833000          100.000000          11738064.0          11978148.9    
 5-2018          8086194.00          11735407.6          11718635.5          8099152.64          69.6053669          99.8570384          98.9704242        -0.105507842E-01      99.1344000          100.000000          11735407.6          11718630.5    
 6-2018          15822729.0          11729695.2          11899214.9          15847816.1          134.162095          101.445150          98.9513434        -0.169622709E-01      99.1136000          100.000000          11729695.2          11899206.9    
 7-2018          22481198.0          11721405.1          11501693.3          22481580.2          194.311517          98.1257180          100.583842        -0.647278340E-01      100.591000          100.000000          11721405.1          11501712.9    
 8-2018          28578113.0          11713180.6          11719501.7          28624370.0          247.429997          100.054003          98.3889083        -0.935574367E-02      98.5535000          100.000000          11713180.6          11719506.1    
 9-2018          12937923.0          11709040.2          11683042.4          12865618.2          108.880279          99.7778571          102.275065        -0.642005242E-02      101.709000          100.000000          11709040.2          11683029.4    
10-2018          6960044.00          11709230.6          11477003.5          6999056.74          60.9865000          98.0167068          98.8777802        -0.115222562E-01      99.4374000          100.000000          11709230.6          11477002.2    
11-2018          6346955.00          11727902.1          11801850.7          6357050.00          53.3784475          100.630258          100.585559         0.597401280E-01      100.751000          100.000000          11727902.1          11801818.1    
12-2018          8015943.00          11748386.7          11762709.7          8054443.24          67.6276974          100.121483          100.280897        -0.495837688E-02      100.768000          100.000000          11748386.7          11762659.0    
 1-2019          7328267.00          11768140.5          11441623.5          7351770.61          64.8204874          97.2253660          98.4888694        -0.420569333E-01      98.8101000          100.000000          11768140.5          11441617.7    
 2-2019          6845455.00          11781097.6          11889304.4          6845249.64          57.5775025          100.918635          99.9959836        -0.133259248E-01      99.9984000          100.000000          11781097.6          11889322.9    
 3-2019          8071591.00          11785489.6          11982916.6          8233676.24          66.2397012          101.675627          99.6827673         0.308846641E-01      101.690000          100.000000          11785489.6          11982970.5    
 4-2019          8912571.00          11765683.8          11811361.7          8749502.41          74.4671943          100.388617          103.212944        -0.147843969E-01      101.330000          100.000000          11765683.8          11811407.2    
 5-2019          8058882.00          11737046.6          11640597.3          8071796.88          70.2517269          99.1782105          98.3837961        -0.231573635E-02      98.5468000          100.000000          11737046.6          11640592.7    
 6-2019          15566774.0          11700757.7          11686418.6          15504137.3          131.406335          99.8768920          101.772014        -0.514404261E-01      101.368000          100.000000          11700757.7          11686353.1    
 7-2019          22534464.0          11661011.8          11652020.6          22661777.9          194.498724          99.9229193          98.8687318         0.115255932E-01      99.4327000          100.000000          11661011.8          11652023.4    
 8-2019          28759232.0          11619462.7          11511841.3          28805782.1          246.602413          99.0736298          101.136811        -0.213662176E-01      101.306000          100.000000          11619462.7          11511823.4    
 9-2019          12796531.0          11574211.8          11646399.0          12796748.5          108.610122          100.623691          101.157801         0.629080687E-02      101.165000          100.000000          11574211.8          11646399.2    
10-2019          7164178.00          11521852.3          11457262.9          7163963.08          63.5841839          99.4395969          98.3390237         0.367740624E-01      98.3414000          100.000000          11521852.3          11457283.5    
11-2019          6475239.00          11441372.7          11798413.0          6485538.03          54.7661839          103.120362          100.047444         0.379543924E-01      100.212000          100.000000          11441372.7          11798385.0    
12-2019          7863582.00          11350707.4          11383608.0          7901350.46          67.8413683          100.290052          101.330797        -0.425584910E-01      101.823000          100.000000          11350707.4          11383630.4    
 1-2020          7755141.00          11250730.9          11509498.3          7693134.34          68.5983897          102.299468          99.0107257         0.391059527E-01      98.2244000          100.000000          11250730.9          11509437.9    
 2-2020          6248191.00          11144631.8          10996855.2          6248003.56          56.5150594          98.6740797          100.533571        -0.115214286          100.536000          100.000000          11144631.8          10996862.8    
 3-2020          1565415.00          11036470.7          2386111.37          1605844.56          65.2211255          21.6201932          21.1718309        -0.631397270E-01      100.589000          100.000000          11036470.7          11050560.9    
 4-2020          459613.000          10947875.8          635330.067          448675.027          74.1752680          5.80324365          5.78952162        -0.489671623E-01      97.5290000          100.000000          10947875.8          10962980.5    
 5-2020          994783.000          10861825.5          1359272.66          990799.984          72.1823364          12.5141828          12.7210957         0.570015328E-02      101.389000          100.000000          10861825.5          10876532.8    
 6-2020          4672967.00          10779145.5          3678554.51          4706737.84          126.734870          34.1265637          33.9201172        -0.694030786E-01      100.235000          100.000000          10779145.5          10791656.8    
 7-2020          15545828.0          10701527.8          7966255.35          15546092.3          197.353788          74.4403250          73.5359972        -0.483982111E-02      98.8813000          100.000000          10701527.8          10711180.0    
 8-2020          26416088.0          10633087.7          10608784.1          26458845.5          248.264686          99.7719205          100.129497        -0.121240413E-01      100.297000          100.000000          10633087.7          10608835.9    
 9-2020          11021376.0          10575875.0          10268471.4          11021563.4          107.945761          97.0933549          99.4245243        -0.589748356E-01      99.4316000          100.000000          10575875.0          10268471.8    
10-2020          4524138.00          10529659.8          6886453.63          4524002.28          66.0826462          65.4006819          64.9830333         0.550572190E-01      99.4152000          100.000000          10529659.8          10535106.6    
11-2020          2029685.00          10477875.8          3748177.72          2032913.27          53.7097536          35.7724415          35.9068758        -0.473308234E-01      100.822000          100.000000          10477875.8          10507170.6    
12-2020          1918101.00          10437325.8          2918609.54          1927313.56          67.4268659          27.9631816          27.0073648        -0.791323762E-02      97.4681000          100.000000          10437325.8          10482181.7    
 1-2021          1958933.00          10404277.0          2840063.40          1954203.83          68.2569116          27.2971062          27.6692442         0.336291535E-02      101.052000          100.000000          10404277.0          10396863.3    
 2-2021          2571519.00          10376989.8          4634123.96          2571441.86          55.4918290          44.6577600          44.6074503        -0.156004584E-01      99.9984000          100.000000          10376989.8          10388276.1    
 3-2021          2384695.00          10355536.3          3791096.36          2460064.19          63.2617162          36.6093626          35.1919182        -0.173256233E-01      99.4322000          100.000000          10355536.3          10382734.5    
 4-2021          2382365.00          10358195.1          3332203.88          2325668.95          72.5407042          32.1698144          32.4081348        -0.315304497E-02      98.5587000          100.000000          10358195.1          10380313.2    
 5-2021          4806179.00          10370335.0          6603680.30          4813881.21          72.5705811          63.6784498          63.6907971         0.515143005E-01      100.289000          100.000000          10370335.0          10381089.5    
 6-2021          12281282.0          10394092.9          10041871.6          12300754.1          123.417906          96.6113283          98.9325742        -0.545823286E-01      99.0948000          100.000000          10394092.9          10041871.2    
 7-2021          22839640.0          10429447.8          11632866.9          22840028.3          197.502618          111.538594          110.819663         0.538485506E-01      99.4099000          100.000000          10429447.8          10434421.8    
 8-2021          30196895.0          10474588.6          12074585.8          30245772.2          249.435358          115.275328          115.247214         0.540424150E-01      100.261000          100.000000          10474588.6          10486945.9    
 9-2021          13675082.0          10524356.0          12482135.4          13675314.5          110.777333          118.602334          117.086129         0.818640179E-01      98.8986000          100.000000          10524356.0          10542474.3    
10-2021          7597045.00          10574292.3          10893958.9          7554287.73          68.5739814          103.022549          102.265054         0.100333318          101.695000          100.000000          10574292.3          10893905.5    
11-2021          5483970.00          10638824.2          10535853.4          5461903.91          52.5279801          99.0320219          99.4860394        -0.455505320E-01      99.0911000          100.000000          10638824.2          10535842.7    
12-2021          6819167.00          10702564.9          10574179.7          6851919.17          66.5832954          98.8004685          96.3862152        -0.293954602E-02      96.8544000          100.000000          10702564.9          10574184.3    
 1-2022          5856463.00          10770281.8          8613160.42          5875246.16          66.5300305          79.9711309          81.4778347         0.197582135E-01      102.201000          100.000000          10770281.8          10768663.0    
 2-2022          5691500.00          10846522.9          10585844.3          5691329.26          53.7660569          97.5968137          99.9959836        -0.193483678E-01      99.9984000          100.000000          10846522.9          10585860.7    
 3-2022          6529772.00          10930068.3          10839205.6          6698414.70          61.2613692          99.1686872          95.8553432         0.252223046E-02      98.3363000          100.000000          10930068.3          10839205.2    
 4-2022          7858678.00          11002093.3          11048229.9          7586005.51          70.9943430          100.418494          103.787694         0.289757780E-01      100.192000          100.000000          11002093.3          11048136.4    
 5-2022          8174385.00          11076590.8          11193401.5          8187484.98          72.8435827          101.054585          100.088172         0.866136683E-01      100.254000          100.000000          11076590.8          11193402.9    
 6-2022          15906190.0          11149937.9          12676068.7          15931409.4          124.513329          113.687512          114.531380         0.664539768E-01      100.778000          100.000000          11149937.9          11135632.6    
 7-2022          22636562.0          11219242.2          11235300.2          22510055.5          198.126820          100.142816          102.256965         0.347224981E-01      101.691000          100.000000          11219242.2          11235265.1    
 8-2022          27954396.0          11282751.5          11227820.1          27842746.6          251.214970          99.5128500          99.5001340         0.278204011E-01      99.1081000          100.000000          11282751.5          11227787.5    
 9-2022          12920930.0          11339927.9          11529152.9          12921149.7          113.343865          101.668638          98.8706637         0.758066713E-01      98.8777000          100.000000          11339927.9          11529150.2    
10-2022          7899804.00          11390817.8          11485762.7          7899567.01          67.6200898          100.833425          101.711542        -0.113571861E-02      101.714000          100.000000          11390817.8          11485751.7    
11-2022          5871184.00          11440048.3          11400794.5          5880522.27          51.3788262          99.6569867          100.067411        -0.186073579E-01      100.232000          100.000000          11440048.3          11400807.4    
12-2022          7825108.00          11480642.3          11529563.4          7774805.01          67.4430274          100.426598          101.278610         0.216353104E-01      100.633000          100.000000          11480642.3          11529618.4    
 1-2023          7656199.00          11513568.5          11543437.5          7680754.37          66.3495387          100.259410          99.6382207         0.767466456E-03      99.9632000          100.000000          11513568.5          11543435.8    
 2-2023          6386806.00          11542025.7          11718212.9          6386614.40          54.5041146          101.526642          99.9959836         0.389033051E-01      99.9984000          100.000000          11542025.7          11718231.1    
 3-2023          6850038.00          11569381.6          11484579.6          7026952.12          60.3206354          99.2669815          96.3861059        -0.403350919E-01      98.8808000          100.000000          11569381.6          11484575.9    
 4-2023          8018713.00          11591122.5          11391706.7          7784016.87          68.6444801          98.2803668          105.630086        -0.598157370E-01      102.544000          100.000000          11591122.5          11391797.7    
 5-2023          7393111.00          11612980.6          10213949.0          7363509.69          73.0388945          87.9524461          87.5076608         0.945837072E-02      99.1013000          100.000000          11612980.6          11612981.6    
 6-2023          14743372.0          11634958.6          11806322.0          14766747.8          126.669939          101.472852          98.4231096         0.501944658E-01      98.5845000          100.000000          11634958.6          11806324.3    
 7-2023          20241446.0          11654681.1          10111824.2          20241790.1          196.810547          86.7618436          88.1700716        -0.746286764E-02      101.710000          100.000000          11654681.1          11663817.7    
 8-2023          29421875.0          11669372.4          11769689.7          29469497.7          252.144192          100.859691          98.9761259         0.158972568E-01      99.1417000          100.000000          11669372.4          11769693.0    
 9-2023          13378141.0          11680698.6          11712452.7          13378368.4          113.634028          100.272153          100.509847        -0.951743709E-02      100.517000          100.000000          11680698.6          11712488.0    
10-2023          7701981.00          11693046.6          11545673.6          7701749.95          66.3142362          98.7398478          100.592569        -0.560677868E-01      100.595000          100.000000          11693046.6          11545696.4    
11-2023          5835429.00          11705124.8          11643453.1          5844710.40          50.8512641          99.4731352          98.3955612        -0.199522180E-01      98.5574000          100.000000          11705124.8          11643454.6    
12-2023          8083290.00          11725598.1          11725598.1          7986335.88          67.6656852          100.000000          103.110226          0.00000000          101.879000          100.000000          11721340.5          11721340.5    
 1-2024          7671590.00          11738454.2          11738454.2          7653069.57          66.8764544          100.000000          97.9551863          0.00000000          97.7240000          100.000000          11741863.3          11741863.3    
 2-2024          6362680.00          11764284.1          11764284.1          6362489.13          54.6883140          100.000000          98.8939103          0.00000000          98.8963000          100.000000          11764957.7          11764957.7    
 3-2024          7633650.00          11790202.3          11790202.3          7433182.55          63.6696906          100.000000          104.426848          0.00000000          101.690000          100.000000          11788251.5          11788251.5    
